Gene.name	Chromosome	Start	End
ENSG00000278498	10	103027336	103027498
NT5C2	10	103087185	103277605
RPS15AP29	10	103125017	103125416
MARCKSL1P1	10	103175554	103176094
ST13P13	10	103215709	103216800
RPEL1	10	103245887	103248016
INA	10	103277138	103290346
PCGF6	10	103302796	103351144
RNU11-3P	10	103312436	103312568
TAF5	10	103367966	103389065
ATP5MK	10	103389041	103396492
MIR1307	10	103394253	103394401
PDCD11	10	103396626	103446294
CALHM2	10	103446786	103452402
ENSG00000273485	10	103450196	103450852
ENSG00000234699	10	103452846	103462695
CALHM1	10	103453240	103458900
CALHM3	10	103472804	103479240
NEURL1-AS1	10	103479603	103517393
NEURL1	10	103493705	103592546
ENSG00000226431	10	103549075	103550964
ENSG00000287419	10	103573157	103583687
SH3PXD2A	10	103594027	103855584
ENSG00000273108	10	103608619	103610050
ENSG00000289972	10	103660159	103660774
SH3PXD2A-AS1	10	103745966	103755423
ENSG00000289744	10	103856805	103967040
STN1	10	103856806	103918332
ENSG00000289745	10	103938324	103967047
SLK	10	103967140	104029233
RN7SL524P	10	103974515	103974814
COL17A1	10	104031286	104085880
MIR936	10	104048089	104048186
SFR1	10	104122058	104126385
CFAP43	10	104129888	104232364
MIR609	10	104218789	104218883
GSTO1	10	104235356	104267459
MIR4482	10	104268336	104268405
GSTO2	10	104268873	104304950
ITPRIP	10	104309698	104338465
ENSG00000270075	10	104312141	104313881
ENSG00000287779	10	104313308	104313479
ITPRIP-AS1	10	104323369	104327004
CFAP58-DT	10	104351300	104353625
CFAP58	10	104353833	104455102
LINC02620	10	104474939	104480274
ENSG00000237761	10	104566931	104624795
SORCS3	10	104641290	105265242
SORCS3-AS1	10	104664608	104666200
RNU6-463P	10	105534659	105534765
PPIAP38	10	105685383	105685865
YWHAZP5	10	105686322	105687051
LINC02627	10	105808225	105820349
ENSG00000287732	10	105844834	105904771
ENSG00000286609	10	105985679	105987727
LINC02624	10	106140143	106188722
RPL23AP59	10	106550106	106551121
SORCS1	10	106573663	107164706
ENSG00000287047	10	106648899	106676780
RNA5SP325	10	106970021	106970150
RNA5SP326	10	107461560	107461669
LINC01435	10	107694973	108197849
PTGES3P5	10	108296099	108296532
ENSG00000203434	10	108547975	108561815
LINC02661	10	108708539	108840686
MAPKAPK5P1	10	108848186	108849561
RN7SKP278	10	108940969	108941310
RNU5B-6P	10	109184934	109185001
RNU6-839P	10	109239639	109239746
PHB2P1	10	109528119	109529008
BTF3P15	10	109534655	109534990
ENSG00000270333	10	109661814	109662050
XIAPP1	10	109680442	109681041
RPL21P91	10	109807651	109808129
XPNPEP1	10	109864766	109923553
RNU4-5P	10	109869858	109869992
ADD3-AS1	10	109940104	110008381
ADD3	10	109996368	110135565
SNRPGP12	10	110139214	110139426
MXI1	10	110207605	110287365
ENSG00000228417	10	110207850	110208591
ENSG00000214067	10	110257064	110257843
SMNDC1	10	110290730	110304938
DUSP5-DT	10	110428840	110496590
HMGB3P5	10	110450629	110451240
DUSP5	10	110497907	110511533
RPL7P35	10	110550115	110550854
SMC3	10	110567684	110606048
ENSG00000289954	10	110643245	110643591
RBM20	10	110644336	110839468
RN7SKP288	10	110756456	110756723
RNA5SP327	10	110761142	110761242
PDCD4-AS1	10	110869741	110872253
ENSG00000232470	10	110869743	110871594
PDCD4	10	110871795	110900006
MIR4680	10	110898090	110898155
BBIP1	10	110898730	110919201
ENSG00000278601	10	110907483	110908182
ENSG00000270589	10	110910596	110912244
SHOC2	10	110919367	111017307
RPL13AP6	10	110936622	110937233
MIR548E	10	110988926	110989013
ADRA2A	10	111077029	111080907
ENSG00000213247	10	111104956	111105248
BTBD7P2	10	111322778	111323397
ENSG00000227851	10	111349939	111352103
RPS6P15	10	111498191	111498941
ENSG00000287231	10	111787233	111989909
GPAM	10	112149865	112215377
ENSG00000288938	10	112217316	112227708
TECTB	10	112283400	112305038
MIR6715B	10	112299612	112299688
MIR6715A	10	112299612	112299690
GUCY2GP	10	112308181	112356574
ENSG00000293449	10	112308219	112351795
ACSL5	10	112374116	112428379
ENSG00000232934	10	112395813	112425589
ZDHHC6	10	112424428	112447572
VTI1A	10	112446998	112818744
ENSG00000234017	10	112548632	112548872
MIR4295	10	112634170	112634254
ENSG00000233340	10	112671812	112677819
ENSG00000285676	10	112810031	112821871
ENSG00000260917	10	112823490	112827726
ENSG00000279315	10	112831169	112832454
LINC02935	10	112888735	112906111
TCF7L2	10	112950247	113167678
ENSG00000233547	10	112950646	112951875
RPS15AP30	10	112987476	112987865
RNU7-165P	10	113353425	113353484
ENSG00000286289	10	113482069	113492054
PPIAP39	10	113482616	113483113
HABP2	10	113550837	113589602
NRAP	10	113588714	113664070
CASP7	10	113679162	113730907
ENSG00000234393	10	113710681	113719332
PLEKHS1	10	113751262	113783429
MIR4483	10	113777993	113778054
ENSG00000212589	10	113820459	113820590
DCLRE1A	10	113834725	113854383
ENSG00000288933	10	113844406	113854473
NHLRC2	10	113854661	113917194
ENSG00000287857	10	113865811	113869614
ADRB1	10	114043866	114046904
ENSG00000285540	10	114109856	114118700
RNU6-709P	10	114111414	114111517
UBE2V1P5	10	114117147	114117551
CCDC186	10	114120862	114174232
ENSG00000273904	10	114168156	114168280
MIR2110	10	114174105	114174179
TDRD1	10	114179270	114232666
VWA2	10	114239254	114294489
AURKAP2	10	114246074	114246714
ENSG00000275024	10	114280725	114281258
AFAP1L2	10	114294824	114404756
RN7SL384P	10	114423770	114424067
ENSG00000279796	10	114424445	114427398
ABLIM1	10	114431112	114768061
ENSG00000229668	10	114501997	114502347
PPIAP19	10	114690143	114690634
ENSG00000228484	10	114764788	114794344
TAF9BP2	10	114809375	114811170
FHIP2A	10	114821744	114899832
RPL15P13	10	114900722	114901366
TRUB1	10	114938195	114977676
RNU6-1121P	10	114969460	114969568
LINC02626	10	114994657	114996593
ATRNL1	10	115093365	115948999
ENSG00000285582	10	115123482	115218819
NTAN1P1	10	115819842	115820487
GFRA1	10	116056925	116276803
ENSG00000285587	10	116274270	116281071
CCDC172	10	116324448	116380029
SNRPGP6	10	116409256	116409475
PNLIPRP3	10	116427847	116477957
HMGB3P8	10	116439468	116440044
RNU6-1090P	10	116538183	116538276
PNLIP	10	116545931	116567855
PNLIPP1	10	116577308	116583317
PNLIPRP1	10	116590385	116609175
PNLIPRP2	10	116620953	116645143
SPMIP5	10	116663696	116670264
HSPA12A-AS1	10	116670034	116672750
HSPA12A	10	116671192	116850251
RPL5P27	10	116749905	116751261
ENO4	10	116849499	116911788
SHTN1	10	116881477	117126586
ENSG00000287655	10	117005462	117006416
ENSG00000235742	10	117023674	117023851
VAX1	10	117128521	117138301
MIR3663HG	10	117144564	117169108
MIR3663	10	117167678	117167774
RPL12P26	10	117196168	117196654
KCNK18	10	117197489	117210299
SLC18A2-AS1	10	117238762	117241998
SLC18A2	10	117241093	117279430
ENSG00000277879	10	117267116	117268668
PDZD8	10	117277274	117375440
ENSG00000258114	10	117425194	117490419
EMX2OS	10	117473215	117545068
EMX2	10	117542445	117549546
ENSG00000235198	10	117562084	117572457
ENSG00000288172	10	117579854	117593896
LINC02674	10	117734510	117753329
ENSG00000263041	10	117825894	117831244
RAB11FIP2	10	118004916	118046941
ENSG00000231104	10	118017487	118045810
CASC2	10	118046279	118210158
LINC02944	10	118241468	118267710
FAM204A	10	118297925	118342328
LINC00867	10	118341437	118398468
SLC25A18P1	10	118572871	118573620
PRLHR	10	118589997	118595648
TOMM22P5	10	118643760	118644198
CACUL1	10	118674167	118755249
ENSG00000277687	10	118692361	118693535
LINC03036	10	118784563	119029544
RPL17P36	10	118872054	118872602
LDHAP5	10	118932674	118933295
NANOS1	10	119029714	119033730
EIF3A	10	119033670	119080817
SNORA19	10	119060011	119060138
ENSG00000222588	10	119060983	119061111
ENSG00000289126	10	119080929	119081653
ENSG00000271343	10	119093140	119093341
DENND10	10	119104086	119137984
SFXN4	10	119140767	119165714
PRDX3	10	119167720	119178812
GRK5	10	119207571	119459745
GRK5-IT1	10	119208531	119211760
RN7SL749P	10	119212857	119213146
ENSG00000236426	10	119330233	119336182
MIR4681	10	119377972	119378043
RGS10	10	119499817	119542719
ENSG00000271353	10	119562101	119562530
TIAL1	10	119571802	119597029
RAD1P1	10	119621068	119621880
RPS8P4	10	119638456	119639082
BAG3	10	119651380	119677819
TXNP1	10	119683127	119683823
INPP5F	10	119726042	119829147
RN7SL846P	10	119768247	119768538
ENSG00000293336	10	119793589	119815958
PHACTR2P1	10	119815229	119816642
ENSG00000282413	10	119818866	119819133
MCMBP	10	119829404	119892556
ENSG00000289966	10	119883898	119891217
SEC23IP	10	119892707	119944657
MIR4682	10	119958513	119958592
NACAP2	10	119997086	119997709
ENSG00000223455	10	120069980	120070159
RPL21P16	10	120354701	120355183
ENSG00000234522	10	120434983	120440376
PLPP4	10	120457227	120592065
LINC01561	10	120597949	120600124
LINC02930	10	120608580	120825317
WDR11-DT	10	120759898	120851457
ENSG00000287936	10	120842521	120845146
WDR11	10	120851305	120909524
ENSG00000271670	10	120879256	120880667
ENSG00000227307	10	120925547	120980700
ENSG00000278484	10	120984966	120985596
RPL19P16	10	121133090	121133723
LINC01153	10	121178700	121185966
RN7SKP167	10	121410916	121411200
FGFR2	10	121478332	121598458
ENSG00000223432	10	121615425	121615839
ATE1	10	121709393	121928801
RPS15AP5	10	121713607	121713994
ENSG00000224250	10	121736303	121739730
ATE1OSP	10	121928056	121952139
ENSG00000273767	10	121949412	121949487
ENSG00000276742	10	121956782	121957098
NSMCE4A	10	121957091	121975217
ENSG00000273891	10	121965764	121967700
TACC2	10	121989163	122254545
ENSG00000285715	10	122017982	122019160
ENSG00000285973	10	122145106	122155197
BTBD16	10	122271296	122338159
RNU6-728P	10	122345690	122345793
PLEKHA1	10	122374696	122432354
MIR3941	10	122416965	122417067
ENSG00000285955	10	122435924	122461383
ARMS2	10	122454653	122457352
HTRA1	10	122458551	122514907
DMBT1	10	122560665	122643736
ENSG00000286114	10	122657498	122664196
SPADH	10	122672850	122679494
C10orf120	10	122697709	122699846
DMBT1L1	10	122729429	122826448
ENSG00000293396	10	122818816	122826868
CUZD1	10	122832158	122846175
ENSG00000286088	10	122832167	122879583
FAM24B	10	122849078	122879641
ENSG00000293310	10	122879681	122898716
C10orf88B	10	122879851	122898024
FAM24A	10	122910610	122913111
C10orf88	10	122930901	122954311
PSTK	10	122954381	122997513
IKZF5	10	122990807	123008812
ACADSB	10	123008979	123058290
HMX3	10	123135970	123139423
HMX2	10	123148136	123150672
BUB3	10	123154402	123170467
RPS26P39	10	123171535	123171875
ENSG00000270902	10	123323422	123323586
LINC02641	10	123356450	123537767
ENSG00000225152	10	123425713	123427640
ENSG00000286344	10	123560326	123562213
ENSG00000234542	10	123574227	123583767
GPR26	10	123666355	123697399
CPXM2	10	123706207	123940267
ENSG00000231138	10	123776670	123777749
ENSG00000234677	10	123913574	123931597
ENSG00000287768	10	123943255	123944099
YBX2P1	10	123991910	123992669
ENSG00000288757	10	123997144	123997462
ENSG00000232334	10	124004304	124004828
CHST15	10	124007668	124093598
OAT	10	124397303	124418976
NKX1-2	10	124445243	124450035
ENSG00000271434	10	124447152	124450048
LHPP	10	124461823	124617888
RPS10P18	10	124489823	124490578
ENSG00000258539	10	124617080	124791727
FAM53B	10	124619292	124744378
ENSG00000278831	10	124623353	124624079
FAM53B-AS1	10	124703625	124714217
EEF1AKMT2	10	124748149	124791887
ABRAXAS2	10	124801819	124836667
NPM1P31	10	124867510	124868326
ENSG00000289280	10	124915447	124916709
ENSG00000249456	10	124917143	124942881
ZRANB1	10	124942123	124988189
ENSG00000226899	10	124945204	124946432
CTBP2	10	124984317	125161170
ENSG00000273599	10	124996064	125001491
MIR4296	10	125032783	125032870
ENSG00000282787	10	125162379	125162971
MRPS21P6	10	125166677	125166937
RPS27P18	10	125473686	125473932
TEX36-AS1	10	125574371	125578445
TEX36	10	125576522	125683163
ALDOAP2	10	125666875	125667950
ENSG00000228021	10	125683229	125709677
EDRF1-DT	10	125700435	125719583
EDRF1-AS1	10	125707416	125752110
EDRF1	10	125719515	125764143
MMP21	10	125753580	125775821
UROS	10	125784980	125823288
MIR4484	10	125819740	125819822
BCCIP	10	125823546	125853695
DHX32	10	125836337	125896436
RNU2-42P	10	125890566	125890678
FANK1	10	125896564	126009592
GNG10P1	10	125960208	125960406
FANK1-AS1	10	125972188	125973126
ADAM12	10	126012381	126388477
RNA5SP328	10	126145474	126145582
SAR1AP2	10	126272818	126273411
ENSG00000287609	10	126393489	126398789
LINC00601	10	126413869	126421879
C10orf90	10	126424997	126798708
ENSG00000287326	10	126425930	126460957
ENSG00000199321	10	126779702	126779774
DOCK1	10	126905409	127452517
ENSG00000223528	10	126988095	127026507
ENSG00000232935	10	127013501	127026475
INSYN2A	10	127135426	127196591
NPS	10	127549309	127553540
ENSG00000279725	10	127734562	127736996
FOXI2	10	127737185	127741183
BUB1P1	10	127867881	127868487
CLRN3	10	127877841	127892941
PTPRE	10	127907103	128085855
ENSG00000232259	10	127929376	127934517
ENSG00000227076	10	127934698	127936167
ENSG00000287427	10	128026878	128029444
MKI67	10	128096659	128126423
LINC01163	10	128181032	128317726
ENSG00000234640	10	128316282	128320214
LINC02667	10	128912810	128916429
ENSG00000232985	10	128958772	128960062
ENSG00000287361	10	128965406	128968740
ENSG00000289400	10	129035305	129036757
ENSG00000289087	10	129235841	129275051
ENSG00000225424	10	129278251	129291722
ENSG00000285615	10	129372194	129380753
MGMT	10	129467190	129770983
ENSG00000287466	10	129621988	129626664
ENSG00000237224	10	129693722	129702117
ENSG00000227374	10	129768844	129769435
LINC02666	10	129784983	129806971
EBF3	10	129835233	129973053
ENSG00000275327	10	129837505	129837794
MIR4297	10	129843299	129843374
ENSG00000275005	10	129845328	129845895
EBF3-AS1	10	129857638	129867384
C10orf143	10	130020025	130110830
ENSG00000277218	10	130104569	130104998
CTAGE7P	10	130106046	130108481
PPIAP32	10	130131770	130132241
GLRX3	10	130136391	130184521
LINC02646	10	130213488	130483193
ENSG00000276375	10	130282445	130286604
ENSG00000285529	10	130525712	130537406
MIR378C	10	130962588	130962668
TCERG1L	10	131092391	131311721
TCERG1L-AS1	10	131095218	131095777
LINC01164	10	131772383	131790199
ENSG00000286295	10	131776386	131795277
ENSG00000280446	10	131831910	131833508
ENSG00000283095	10	131891640	131895297
PPP2R2D	10	131901008	131959834
BNIP3	10	131967684	131981967
ENSG00000277959	10	131971202	131971533
ENSG00000273521	10	131980240	131981337
ENSG00000279982	10	131996738	131999846
JAKMIP3	10	132036336	132184858
JAKMIP3-AS1	10	132181225	132185962
DPYSL4	10	132186948	132205759
STK32C	10	132207492	132331847
LRRC27	10	132332154	132381508
PWWP2B	10	132397168	132417859
ENSG00000231705	10	132419083	132420953
LINC03068	10	132433733	132441484
LINC02870	10	132444327	132449408
ENSG00000226900	10	132508394	132518367
LINC01165	10	132520827	132522449
INPP5A	10	132537787	132783480
NKX6-2	10	132783179	132786147
CFAP46	10	132808392	132942823
LINC01166	10	132943967	132965289
LINC01167	10	132961340	132962237
LINC01168	10	132965534	132976354
ENSG00000289633	10	133012874	133013524
ENSG00000289039	10	133013653	133015790
ADGRA1-AS1	10	133083073	133088491
ADGRA1	10	133087924	133131675
RPL5P28	10	133144612	133145304
KNDC1	10	133160219	133226412
UTF1	10	133230217	133231558
VENTX	10	133237855	133241928
MIR202HG	10	133246478	133247891
MIR202	10	133247511	133247620
ENSG00000273980	10	133257144	133257551
ADAM8	10	133262420	133276868
TUBGCP2	10	133278635	133318823
ZNF511	10	133308914	133313162
ZNF511-PRAP1	10	133309410	133352529
CALY	10	133324072	133336935
BANF1P2	10	133344643	133344906
ENSG00000226699	10	133345754	133350726
PRAP1	10	133347368	133352683
FUOM	10	133355158	133358025
ECHS1	10	133362485	133373354
MIR3944	10	133371556	133371663
ENSG00000274685	10	133374736	133374869
PAOX	10	133379261	133391694
ENSG00000254536	10	133380017	133420271
MTG1	10	133394094	133422520
SPRN	10	133420666	133424625
OR6L2P	10	133430394	133431318
SCART1	10	133453928	133523558
OR7M1P	10	133481238	133481770
CYP2E1	10	133520406	133561220
ENSG00000278518	10	133526259	133527513
ENSG00000286789	10	133541809	133542575
SYCE1	10	133553901	133569835
ENSG00000288107	10	133565797	133629507
OR6L1P	10	133575122	133576031
ENSG00000287327	10	133588914	133589413
FRG2B	10	133623895	133626795
RARRES2P2	10	133637408	133637892
AGGF1P2	10	133640789	133642894
CLUHP5	10	133657235	133660635
DUX4L28	10	133664429	133665106
DUX4L25	10	133667151	133668419
DUX4L24	10	133670450	133671718
DUX4L23	10	133673749	133675017
DUX4L22	10	133677059	133678327
DUX4L21	10	133680369	133681637
DUX4L20	10	133683668	133684936
DUX4L29	10	133740606	133741284
DUX4L10	10	133743332	133744598
DUX4L11	10	133746641	133747907
DUX4L12	10	133749950	133751216
DUX4L13	10	133753250	133754516
DUX4L14	10	133756559	133757825
DUX4L15	10	133759859	133761125
RPL23AP60	10	133778246	133778699
ENSG00000282875	10	133778258	133778498
WBP1LP10	11	75780	76143
OR4F2P	11	86649	87586
ENSG00000254468	11	112967	125927
CICP23	11	123312	126123
LINC01001	11	127204	139612
ENSG00000255229	11	129279	186136
RNU6-447P	11	152999	153102
BET1L	11	167784	207399
SCGB1C1	11	193078	194575
CIMAP1A	11	196761	200261
ENSG00000254559	11	203623	205470
RIC8A	11	207708	215113
MIR6743	11	209336	209406
SIRT3	11	215030	236931
PSMD13	11	236966	252984
ENSG00000277290	11	243099	243483
ENSG00000293500	11	253416	269461
COX8BP	11	253446	253558
NLRP6	11	278407	285388
ENSG00000255026	11	287305	288987
PGGHG	11	289126	296107
IFITM5	11	298200	299526
IFITM2	11	303655	309397
ENSG00000255533	11	303856	304144
ENSG00000288681	11	308408	315272
IFITM1	11	310041	315272
ENSG00000254910	11	310139	311141
ENSG00000251661	11	318640	325631
IFITM3	11	319676	329475
ENSG00000255089	11	321991	322426
ENSG00000255328	11	327171	330190
ENSG00000270972	11	333192	333688
B4GALNT4	11	369499	382117
PKP3	11	392614	404908
SIGIRR	11	405715	417455
ANO9	11	417933	442011
RN7SL838P	11	440399	440693
PTDSS2	11	448268	491399
ENSG00000255237	11	462930	463899
RNH1	11	494512	507300
ENSG00000288033	11	512513	518134
ENSG00000289997	11	518991	532262
ENSG00000254739	11	528907	529659
HRAS	11	532242	537321
LRRC56	11	537527	554912
LMNTD2	11	554850	560738
LMNTD2-AS1	11	557595	560107
RASSF7	11	560404	564025
MIR210HG	11	565657	568457
MIR210	11	568089	568198
PHRF1	11	576470	612222
IRF7	11	612553	615983
CDHR5	11	616577	626078
SCT	11	626309	627181
DRD4	11	637269	640706
DEAF1	11	644233	707118
ENSG00000255158	11	665910	678391
EPS8L2	11	694438	727727
TMEM80	11	695591	705028
ENSG00000269915	11	708564	727047
TALDO1	11	747415	765012
GATD1	11	767220	777488
GATD1-DT	11	777574	785231
ENSG00000279672	11	779617	780755
ENSG00000255142	11	781645	782105
CEND1	11	787115	790113
SLC25A22	11	790475	798281
PANO1	11	797511	799190
PIDD1	11	799179	809753
RPLP2	11	809965	812880
SNORA52	11	811681	811814
PNPLA2	11	818914	825573
ENSG00000255108	11	823634	832883
CRACR2B	11	826144	831991
CD151	11	832887	839831
POLR2L	11	837356	842529
TSPAN4	11	842812	867116
ENSG00000250397	11	856880	859795
CHID1	11	867859	915058
AP2A2	11	924881	1012245
RNU6-1025P	11	948421	948524
MUC6	11	1012823	1036718
LINC02688	11	1049880	1055749
MUC2	11	1074875	1110511
MUC5AC	11	1157953	1201138
ENSG00000286275	11	1218530	1220242
MUC5B	11	1223066	1262172
MUC5B-AS1	11	1242261	1249676
MIR6744	11	1256605	1256670
TOLLIP	11	1274371	1309654
TOLLIP-DT	11	1309769	1310707
ENSG00000287935	11	1333250	1337068
LINC02689	11	1350359	1364286
BRSK2	11	1389899	1462689
ENSG00000285581	11	1464582	1467632
MOB2	11	1469457	1501247
DUSP8	11	1554051	1572271
KRTAP5-AS1	11	1571353	1599184
KRTAP5-1	11	1584342	1585283
KRTAP5-2	11	1597177	1598294
KRTAP5-3	11	1607565	1608463
KRTAP5-4	11	1620958	1622138
KRTAP5-5	11	1629775	1630930
ENSG00000231487	11	1662584	1663343
FAM99A	11	1665597	1667856
FAM99B	11	1683269	1685629
LINC02708	11	1688297	1689056
KRTAP5-6	11	1697195	1697755
IFITM10	11	1732406	1750595
ENSG00000250644	11	1734821	1763954
CTSD	11	1752752	1764573
PRADX	11	1760348	1762486
ENSG00000229512	11	1763009	1763749
ENSG00000287484	11	1773745	1774903
ENSG00000230834	11	1776930	1778388
RPL36AP39	11	1792553	1792870
ENSG00000230080	11	1802889	1804095
SYT8	11	1828307	1837521
TNNI2	11	1838981	1841680
LSP1	11	1850904	1892267
MIR4298	11	1859464	1859536
ENSG00000249086	11	1864177	1866667
MIR7847	11	1880045	1880147
PRR33	11	1888078	1891895
LINC01150	11	1897015	1908656
TNNT3	11	1919703	1938706
MRPL23	11	1947278	1984522
MRPL23-AS1	11	1983237	1989993
LINC01219	11	1991096	1993670
H19	11	1995166	2004552
ENSG00000275266	11	1996540	1996610
MIR675	11	1996759	1996831
ENSG00000274866	11	1997484	1997552
IGF2	11	2129112	2158391
ENSG00000240801	11	2129121	2129964
ENSG00000284779	11	2131395	2149603
INS-IGF2	11	2132538	2161209
MIR483	11	2134134	2134209
IGF2-AS	11	2140501	2148666
INS	11	2159779	2161221
TH	11	2163929	2171815
MIR4686	11	2173063	2173138
ASCL2	11	2268498	2270588
C11orf21	11	2295628	2303049
TSPAN32	11	2301997	2318204
RNU6-878P	11	2321718	2321827
CD81-AS1	11	2328749	2377992
ENSG00000293274	11	2335135	2347685
RPL26P30	11	2335315	2335749
ENSG00000290075	11	2336133	2342114
ENSG00000290098	11	2371538	2375401
CD81	11	2376177	2397802
TSSC4	11	2400488	2403878
ENSG00000230483	11	2404515	2407908
TRPM5	11	2404515	2444514
KCNQ1	11	2444654	2849105
KCNQ1OT1	11	2597308	2700003
ENSG00000275666	11	2652099	2652562
ENSG00000276105	11	2674097	2674292
ENSG00000276494	11	2674625	2674740
ENSG00000276015	11	2697851	2698076
COX6CP18	11	2771356	2771577
KCNQ1-AS1	11	2840135	2861568
KCNQ1DN	11	2870033	2872105
ENSG00000274740	11	2871437	2871498
CDKN1C	11	2883213	2885775
SLC22A18AS	11	2887344	2903813
SLC22A18	11	2899721	2925246
PHLDA2	11	2928273	2929420
NAP1L4	11	2944431	2992377
SNORA54	11	2963771	2963893
ENSG00000183562	11	2989863	2991344
CARS1	11	3000922	3057613
CARS1-AS1	11	3029009	3041260
RNU1-91P	11	3048359	3048521
ENSG00000285644	11	3057538	3064707
ENSG00000236710	11	3084393	3085443
OSBPL5	11	3087107	3166739
ENSG00000234791	11	3189546	3189929
MRGPRG	11	3217944	3218813
MRGPRG-AS1	11	3218332	3223131
MRGPRE	11	3225030	3232417
ENSG00000224513	11	3226061	3232838
NDUFA5P8	11	3276045	3276390
ENSG00000276951	11	3289311	3289642
NDUFA5P1	11	3321862	3322202
ENSG00000273813	11	3335125	3335407
ENSG00000254592	11	3336721	3340630
ZNF195	11	3339261	3379222
ENSG00000290960	11	3380918	3408981
OR7E12P	11	3390780	3391752
TSSC2	11	3401759	3408810
FAM86GP	11	3410352	3422496
ENPP7P15	11	3429758	3500621
ENSG00000254757	11	3469319	3531328
ENSG00000287906	11	3475280	3477065
ENSG00000255367	11	3475778	3581211
ENSG00000287312	11	3511559	3520886
SNRPCP5	11	3531420	3531608
RPS3AP39	11	3549745	3550519
RPS24P14	11	3559657	3560022
ENSG00000284639	11	3580927	3581135
VPS51P5	11	3591277	3591615
OR7E117P	11	3599595	3600706
XNDC1CP	11	3610324	3614752
TRPC2	11	3616679	3637549
ART5	11	3638512	3642316
ART1	11	3645128	3664416
CHRNA10	11	3665587	3671384
NUP98	11	3671083	3797792
ENSG00000289468	11	3706681	3707754
RNU6-1143P	11	3714772	3714875
RNU7-50P	11	3781395	3781456
PGAP2	11	3797724	3826371
RHOG	11	3826978	3840959
STIM1-AS1	11	3854318	3855509
STIM1	11	3854527	4093210
ENSG00000229368	11	3854612	3855399
MIR4687	11	3856062	3856141
PPIAP40	11	3892398	3892887
ENSG00000206976	11	3922567	3922703
ENSG00000255232	11	3961277	3961538
HNRNPA1P76	11	3972881	3974237
ENSG00000224555	11	3989163	3989463
RPS29P20	11	4018948	4019118
RRM1	11	4094707	4138932
RRM1-AS1	11	4137116	4138257
ENSG00000293433	11	4146112	4151104
OR55B1P	11	4146282	4147295
LINC02749	11	4179675	4202663
RDXP1	11	4210354	4212091
SSU72L5	11	4233217	4234287
SSU72L2	11	4241641	4242706
SSU72P6	11	4278705	4279192
SSU72L4	11	4287084	4288185
SSU72L3	11	4329790	4330864
SSU72L1	11	4338245	4339345
OR52B4	11	4367263	4368386
OR52B3P	11	4378282	4379209
TRIM21	11	4384897	4393702
ENSG00000291144	11	4393775	4520905
OR51R1P	11	4418060	4419011
OR52P2P	11	4431323	4432277
OR52K2	11	4449295	4450361
OR52K3P	11	4474813	4475755
OR52K1	11	4482646	4493497
OR52M2P	11	4514966	4515924
OR52M1	11	4545191	4546144
C11orf40	11	4571423	4577820
OR52I2	11	4581743	4593340
OR52I1	11	4594039	4595013
TRIM68	11	4598672	4608231
OR51D1	11	4637477	4643060
OR51E1	11	4643420	4655488
OR51A9P	11	4660853	4661763
OR51E2	11	4680171	4697854
OR51C1P	11	4690423	4697853
MMP26	11	4704784	4992431
OR51F5P	11	4709569	4710510
ENSG00000290647	11	4709569	4712421
OR51C4P	11	4718612	4719559
KRT8P49	11	4722740	4724171
OR51F3P	11	4736178	4737078
OR51F4P	11	4752046	4752944
OR51F1	11	4768979	4769938
OR51N1P	11	4786754	4787705
OR52Y1P	11	4793778	4795284
OR52R1	11	4803433	4804380
OR51F2	11	4821321	4822456
ENSG00000290648	11	4830175	4833072
OR51A8P	11	4832133	4833072
OR51S1	11	4848237	4849208
OR51H1	11	4859617	4860564
ENSG00000290650	11	4871717	4878117
OR51H2P	11	4876557	4877462
OR51T1	11	4881819	4882883
OR51A6P	11	4889593	4890596
OR51A7	11	4903783	4909462
OR51G2	11	4912588	4919350
OR51G1	11	4923374	4924339
OR51A3P	11	4937371	4938294
OR51A4	11	4942831	4947605
OR51A2	11	4954772	4955713
OR51A5P	11	4972943	4973884
OR51L1	11	4994851	5005536
OR51P1P	11	5015138	5016079
OR52J2P	11	5037013	5037951
OR52J3	11	5046526	5047461
OR52E2	11	5058650	5059627
OR52E1	11	5069572	5070497
OR52S1P	11	5076130	5077066
OR52E3P	11	5092676	5093611
OR52J1P	11	5104153	5105084
ENSG00000236897	11	5106062	5107530
OR52A4P	11	5120621	5121578
ENSG00000290651	11	5121155	5124513
OR52A5	11	5128776	5138356
OR52A1	11	5146824	5154757
OR51A1P	11	5170351	5171296
OR52Z1P	11	5177714	5178664
OR51V1	11	5199735	5200682
ENSG00000224091	11	5205041	5207541
ENSG00000285498	11	5224309	5225461
ENSG00000221031	11	5224448	5224639
HBB	11	5225464	5229395
HBD	11	5232678	5243657
ENSG00000290652	11	5241105	5243533
HBBP1	11	5242120	5243537
BGLT3	11	5244554	5245546
HBG1	11	5248269	5249857
ENSG00000284931	11	5248270	5254783
HBG2	11	5253188	5505605
ENSG00000239920	11	5254392	5678434
HBE1	11	5268345	5505652
OR51AB1P	11	5291761	5292380
OR51B4	11	5301014	5301946
OR51B5	11	5303444	5505652
OR51B3P	11	5314772	5315684
OR51B2	11	5323359	5324297
OR51B8P	11	5330592	5331360
OR51B6	11	5351508	5352446
ENSG00000230087	11	5354692	5355578
TMEM258P1	11	5362615	5362849
OR51M1	11	5383812	5393263
OR51J1	11	5402597	5403547
